# Time	x	y	z	roll	pitch	yaw	vx	vy	vz	
14.5380147	4.7641170	3.1849933	-0.0940098	-0.2350222	-0.2437963	1.3834619	0.3106441	-0.3635240	-0.1863679
14.6380027	4.8092307	3.2090987	-0.0963962	-0.2343891	-0.2516424	1.3835428	0.3142964	-0.3693211	-0.1848678
14.7380319	4.8612311	3.2493960	-0.0850428	-0.2326531	-0.2526049	1.3833037	0.3217000	-0.3639710	-0.1757105
14.8379830	4.8988043	3.2600474	-0.0960664	-0.2317770	-0.2439415	1.3821916	0.3227942	-0.3534320	-0.1778525
14.9380234	4.9445183	3.2893303	-0.0908649	-0.2334051	-0.2296806	1.3803225	0.3185275	-0.3459892	-0.1537896
15.0380001	4.9852253	3.3151659	-0.0954061	-0.2370924	-0.2167435	1.3778650	0.3144862	-0.3438849	-0.1394609
15.1379858	5.0284930	3.3392424	-0.0928028	-0.2407181	-0.2120832	1.3757833	0.3218692	-0.3470219	-0.1332387
15.2380365	5.0713244	3.3572635	-0.0872338	-0.2427133	-0.2155109	1.3745896	0.3286581	-0.3505830	-0.1405742
15.3379894	5.1193204	3.3949657	-0.0919698	-0.2413953	-0.2247302	1.3748946	0.3345883	-0.3509044	-0.1668799
15.4379845	5.1614748	3.4136240	-0.0848794	-0.2418499	-0.2308068	1.3752348	0.3390676	-0.3526240	-0.1740388
15.5379935	5.2011059	3.4406615	-0.0924447	-0.2414204	-0.2333275	1.3755467	0.3409452	-0.3532000	-0.1854994
15.6380027	5.2522166	3.4720465	-0.0950318	-0.2415515	-0.2356562	1.3755615	0.3430071	-0.3525011	-0.1861618
15.7379924	5.2980919	3.4992523	-0.0848747	-0.2430130	-0.2384605	1.3753063	0.3459920	-0.3538264	-0.1780317
15.8380547	5.3424712	3.5264642	-0.0840925	-0.2431091	-0.2416165	1.3744948	0.3455126	-0.3545674	-0.1857241
15.9380465	5.3894305	3.5538853	-0.0919698	-0.2399900	-0.2490931	1.3743710	0.3480909	-0.3527193	-0.2036423
16.0380193	5.4303345	3.5797150	-0.0944223	-0.2382307	-0.2587768	1.3747052	0.3585861	-0.3459759	-0.2060757
16.1382246	5.4768346	3.6239897	-0.0870824	-0.2376002	-0.2622762	1.3754447	0.3705491	-0.3442918	-0.1871410
16.2380262	5.5241557	3.6491304	-0.0899298	-0.2398772	-0.2643022	1.3758322	0.3704024	-0.3458807	-0.1659987
16.3380641	5.5588855	3.6571742	-0.0964973	-0.2440531	-0.2697756	1.3757829	0.3576198	-0.3497779	-0.1547553
16.4382024	5.6035672	3.6846676	-0.0935069	-0.2462855	-0.2753247	1.3744854	0.3464033	-0.3556248	-0.1547126
16.5380767	5.6550091	3.7245511	-0.0858474	-0.2456069	-0.2791893	1.3724197	0.3407510	-0.3610520	-0.1652131
16.6380093	5.6964152	3.7462157	-0.0857157	-0.2437524	-0.2778601	1.3709483	0.3380626	-0.3569349	-0.1830711
