%time,field.header.seq,field.header.stamp,field.header.frame_id,field.time_ref,field.source
1492808901429518144,654,1492808901429282903,robot_frame,1492808905000000000,robot_frame
1492808902416363035,655,1492808902416129112,robot_frame,1492808906000000000,robot_frame
1492808903417347219,656,1492808903417079925,robot_frame,1492808907000000000,robot_frame
1492808904417001429,657,1492808904416724920,robot_frame,1492808908000000000,robot_frame
1492808905416899504,658,1492808905416656017,robot_frame,1492808909000000000,robot_frame
1492808906413661276,659,1492808906413409948,robot_frame,1492808910000000000,robot_frame
1492808907417584288,660,1492808907417296886,robot_frame,1492808911000000000,robot_frame
1492808908415288601,661,1492808908415086984,robot_frame,1492808912000000000,robot_frame
1492808909415106701,662,1492808909414912939,robot_frame,1492808913000000000,robot_frame
1492808910417032394,663,1492808910416713953,robot_frame,1492808914000000000,robot_frame
1492808911416742945,664,1492808911416512966,robot_frame,1492808915000000000,robot_frame
1492808912418567732,665,1492808912418304920,robot_frame,1492808916000000000,robot_frame
1492808913413322687,666,1492808913413146972,robot_frame,1492808917000000000,robot_frame
1492808914415228563,667,1492808914414954900,robot_frame,1492808918000000000,robot_frame
1492808915415083947,668,1492808915414814949,robot_frame,1492808919000000000,robot_frame
1492808916415869429,669,1492808916415581941,robot_frame,1492808920000000000,robot_frame
1492808917413560514,670,1492808917413363933,robot_frame,1492808921000000000,robot_frame
